target_id,step,time,x,y,z,type
0,0,0.0,1.0373254564983887,1.0443071965628357,1.2118492618492616,estimated
0,1,0.1,1.0577336197636948,1.0545112781954886,1.2219502719502717,estimated
0,2,0.2,1.106978918897024,1.1182205708645265,1.182685826543269,estimated
0,3,0.30000000000000004,1.143701859254218,1.1349628122207673,1.2656681311834226,estimated
0,4,0.4,1.1781165355260277,1.180661094824795,1.2658154948309268,estimated
0,5,0.5,1.2129410052763951,1.2143948272370033,1.286033562817314,estimated
0,6,0.6000000000000001,1.2603186784496005,1.2712806089968707,1.2936678760105587,estimated
0,7,0.7000000000000001,1.2932075341843356,1.3022490524528605,1.3068903014059023,estimated
0,8,0.8,1.3370400557026572,1.3363345200133272,1.3484026855061009,estimated
0,9,0.9,1.3726966434547192,1.3745479043761768,1.36242218831396,estimated
0,10,1.0,1.4174631733074057,1.410051339623265,1.3941803950591876,estimated
0,11,1.1,1.4448381999796545,1.459475426880827,1.407676411653783,estimated
0,12,1.2000000000000002,1.48155123859896,1.493167514819247,1.4232777910911778,estimated
0,13,1.3,1.5242357472516388,1.536136905737064,1.4442136430854342,estimated
0,14,1.4000000000000001,1.567250679460801,1.5705031165044958,1.4761185624481352,estimated
0,15,1.5,1.6044575725026853,1.5942534908700323,1.5155011655011652,estimated
0,16,1.6,1.6439754378233866,1.6575287987893765,1.483732626035092,estimated
0,17,1.7000000000000002,1.6964796182754054,1.6978136402383894,1.5258716042162495,estimated
0,18,1.8,1.805831063748642,1.7674490724864216,1.5574796601562124,estimated
0,19,1.9000000000000001,1.7659555619248923,1.7651714351443355,1.6026569472709031,estimated
0,20,2.0,1.8209788227521757,1.842943205247375,1.5385431029191097,estimated
0,21,2.1,1.8472073039742212,1.8794307196562834,1.5458041958041955,estimated
0,22,2.2,1.897195692705908,1.9098675952278237,1.607850850752928,estimated
0,23,2.3000000000000003,1.9234865000819807,1.9478602914366148,1.5929668836987871,estimated
0,24,2.4000000000000004,1.9732810515730146,2.0131538896621457,1.5962176120397835,estimated
0,25,2.5,2.019653891251426,2.0472555519381217,1.6262345535871658,estimated
0,26,2.6,2.1261337531845808,2.0928846552543043,1.6337319107705155,estimated
0,27,2.7,2.1070584767322167,2.1056646196336017,1.6996321783169084,estimated
0,28,2.8000000000000003,2.140773917028798,2.1404480962543726,1.7206423459524598,estimated
0,29,2.9000000000000004,2.1639031672818976,2.199886058885267,1.7106253900715036,estimated
0,30,3.0,2.1950087093911326,2.2277941340715905,1.8203737663890087,estimated
0,31,3.1,2.2296036304239997,2.2933043326374913,1.8029706892107877,estimated
0,32,3.2,2.259022075366625,2.27621646099638,1.909577428215522,estimated
0,33,3.3000000000000003,2.3535335875520857,2.3127362775924976,1.9242768840214957,estimated
0,34,3.4000000000000004,2.356208806733286,2.345247586830581,1.9272182485667022,estimated
0,35,3.5,2.4038642206662177,2.3905659373611536,1.96433145543898,estimated
0,36,3.6,2.4734760392550097,2.4549373783235278,1.9437727602907071,estimated
0,37,3.7,2.48210836573099,2.4666500991467677,2.0015814589859486,estimated
0,38,3.8000000000000003,2.540719936928546,2.5438834020480474,1.978300289348385,estimated
0,39,3.9000000000000004,2.5877749780925043,2.5556901550351787,2.0184204436390614,estimated
0,40,4.0,2.6304929999725726,2.590372662705047,2.086120581276392,estimated
0,41,4.1000000000000005,2.6233699274016526,2.6516737586118686,2.04315857525374,estimated
0,42,4.2,2.6829126394061036,2.6827976485563285,2.079074343156893,estimated
