target_id,step,time,x,y,z,type
0,0,0.0,1.0373254564983887,1.0443071965628357,1.2067987567987566,estimated
0,1,0.1,1.0475295381310419,1.0341031149301825,1.252253302253302,estimated
0,2,0.2,1.107683114939119,1.1189796209630662,1.2045564358385707,estimated
0,3,0.30000000000000004,1.160718684234285,1.0900481997367955,1.3874248158722193,estimated
0,4,0.4,1.1596363190845465,1.1744717964770932,1.2844316265813964,estimated
0,5,0.5,1.2125033232763502,1.2079628587092435,1.3211918073097493,estimated
0,6,0.6000000000000001,1.314985998849837,1.1803336290127349,1.5054299594556992,estimated
0,7,0.7000000000000001,1.3061360413641379,1.2882867422830417,1.356859835152002,estimated
0,8,0.8,1.3353005069943182,1.334352633319678,1.3764389365346736,estimated
0,9,0.9,1.3714638140473734,1.3509068247569669,1.4255907115366484,estimated
0,10,1.0,1.3944514485027297,1.385765659358699,1.3590941023320826,estimated
0,11,1.1,1.4016153866725705,1.4049709629773528,1.34500273996938,estimated
0,12,1.2000000000000002,1.5178347916734185,1.5130513114420157,1.4499776276077034,estimated
0,13,1.3,1.5340650277472851,1.5611558912843793,1.401443545795672,estimated
0,14,1.4000000000000001,1.554821599968989,1.5814683138517416,1.4632095692310925,estimated
0,15,1.5,1.6115015896846472,1.5698056125786812,1.5725922825574654,estimated
0,16,1.6,1.6595910620980598,1.6727548556775342,1.4866944860222275,estimated
0,17,1.7000000000000002,1.7008012701363548,1.661340220853007,1.6053975363622563,estimated
0,18,1.8,1.7259964002948773,1.7536521684583026,1.5059402339725267,estimated
0,19,1.9000000000000001,1.7617221137188277,1.7989511934622304,1.5278290860912422,estimated
0,20,2.0,1.8595759956812925,1.7522402463815239,1.7329539334319144,estimated
0,21,2.1,1.863913246817125,1.8491310618723371,1.6356661479323293,estimated
0,22,2.2,1.8491235062365656,1.8267444671048332,1.7156396453650848,estimated
0,23,2.3000000000000003,1.947606131047223,1.9282250781007395,1.699344728172695,estimated
0,24,2.4000000000000004,2.024500990624362,1.8989092238754013,1.8308744264012569,estimated
0,25,2.5,2.055479149932676,1.9860924174108932,1.728995341159336,estimated
0,26,2.6,2.0551060678678503,2.0529080183372446,1.7052271894242588,estimated
0,27,2.7,2.098929877674749,2.1046573194850833,1.7368672211431977,estimated
0,28,2.8000000000000003,2.1134579332377736,2.136856321090401,1.7975989769545246,estimated
0,29,2.9000000000000004,2.168203535109002,2.162602944097619,1.805349780159336,estimated
0,30,3.0,2.236840999231444,2.194765471256543,1.8627528017610042,estimated
0,31,3.1,2.211683305891787,2.2277081875176363,1.892889064140748,estimated
0,32,3.2,2.2369170627394417,2.3045564468782955,1.79340990868109,estimated
0,33,3.3000000000000003,2.2510358504472663,2.416587867388816,1.6547099603105124,estimated
0,34,3.4000000000000004,2.3434191193241007,2.4638526703325305,1.6836601181811495,estimated
0,35,3.5,2.379934317718129,2.4203896041989372,1.8608338879745252,estimated
0,36,3.6,2.3137023110672916,2.5198618473686176,1.8034515851128579,estimated
0,37,3.7,2.469991418428179,2.46566419115373,1.972706593634892,estimated
0,38,3.8000000000000003,2.458647603927871,2.5849777104145577,1.8499161967364002,estimated
0,39,3.9000000000000004,2.5244234599263984,2.6204621537669874,1.9143761532258088,estimated
0,40,4.0,2.580437575123913,2.610337414026285,2.015585020105809,estimated
0,41,4.1000000000000005,2.646064582452225,2.652278914800468,2.032412199367452,estimated
0,42,4.2,2.353114930182599,2.826799140708915,1.8227272727272725,estimated
0,43,4.3,2.5632704828736417,2.8708632833141356,1.7623200158873065,estimated
0,44,4.4,2.565030080461825,2.8625290999881865,1.8459836691319784,estimated
0,45,4.5,2.6254636759202703,3.0060694659064997,1.6953598884455494,estimated
0,46,4.6000000000000005,2.5583686110140214,3.077245070193214,1.53499007543313,estimated
0,47,4.7,2.8061145442172575,2.9891354939675514,1.9297459981959468,estimated
0,48,4.800000000000001,2.5166388508948394,3.164657521813006,1.597706168586177,estimated
0,49,4.9,2.5691786896320927,3.2325920481980046,1.5846902559015552,estimated
1,0,0.0,3.9830827067669174,1.0443071965628357,1.0062548562548561,estimated
1,1,0.1,3.8810418904403865,0.9830827067669172,1.4376456876456873,estimated
1,2,0.2,3.800497931146193,1.1464311114289847,1.1997771551127068,estimated
1,3,0.30000000000000004,3.89124597207304,1.1356068743286787,1.2884615384615383,estimated
1,4,0.4,3.9049778416927996,1.1623863588611911,1.2046281481380876,estimated
1,5,0.5,3.8769637044331677,1.2183218145425638,1.21737561442505,estimated
1,6,0.6000000000000001,3.8273158268794467,1.3271758581380324,1.2144475974977444,estimated
1,7,0.7000000000000001,3.873154022544272,1.3251028357055958,1.2069663264970898,estimated
1,8,0.8,3.8155599210884747,1.3890656640242727,1.2546622420278855,estimated
1,9,0.9,3.7862298258557896,1.4621176291251796,1.2463547436776699,estimated
1,10,1.0,3.789884122682569,1.4992341851768236,1.2280880132621284,estimated
1,11,1.1,3.6836669925766654,1.401722731563136,1.6433907717256289,estimated
1,12,1.2000000000000002,3.687158021764098,1.4940697639302356,1.5428218603855153,estimated
1,13,1.3,3.7233747957792938,1.6035753018684045,1.4033035321319531,estimated
1,14,1.4000000000000001,3.6791084854994627,1.6860902255639099,1.384188034188034,estimated
1,15,1.5,3.6672368032578264,1.7141105653781488,1.3699114760680733,estimated
1,16,1.6,3.6585147845767754,1.755116330231748,1.405672893600698,estimated
1,17,1.7000000000000002,3.636620948084144,1.7916880341763366,1.4969252577649088,estimated
1,18,1.8,3.6182619514429657,1.8077470662155337,1.579778412368437,estimated
1,19,1.9000000000000001,3.602551083496279,1.8906069202306703,1.4921849830810245,estimated
1,20,2.0,3.5841775138213796,1.9379307340171383,1.4848586216202433,estimated
1,21,2.1,3.5560900444229824,2.027649614705467,1.4392534823500174,estimated
1,22,2.2,3.547484910018394,2.054877493136538,1.4838919698877242,estimated
1,23,2.3000000000000003,3.520894508039557,2.1392275904097935,1.4468972989429454,estimated
1,24,2.4000000000000004,3.5018620812544436,2.1458921629587984,1.500125511002873,estimated
1,25,2.5,3.456766917293233,2.0829752953813103,1.8343045843045842,estimated
1,26,2.6,3.4634901041584354,2.2467187476666313,1.5202380514376879,estimated
1,27,2.7,3.454270823885556,2.2811807438831284,1.579459331201931,estimated
1,28,2.8000000000000003,3.44230568775569,2.3495574911799153,1.5344371347119243,estimated
1,29,2.9000000000000004,3.4051359665092176,2.4278564758533117,1.5209769207429549,estimated
1,30,3.0,3.3600680596610335,2.491739040037524,1.5179819294176435,estimated
1,31,3.1,3.3751342642320084,2.470193340494092,1.6720668220668218,estimated
1,32,3.2,3.324113856068743,2.5008055853920514,1.7398212898212897,estimated
1,33,3.3000000000000003,3.3212046934762385,2.631226657411751,1.5519948758035746,estimated
1,34,3.4000000000000004,3.327132392094042,2.644438089014993,1.6363021469646153,estimated
1,35,3.5,3.2556630242084155,2.6957688404724225,1.6511613594235048,estimated
1,36,3.6,3.273919508428143,2.770701331769942,1.5674042990741717,estimated
1,37,3.7,3.234339277928399,2.8589256891599937,1.566311726215293,estimated
1,38,3.8000000000000003,3.205430592496404,2.8913985908341395,1.5467553677937944,estimated
1,39,3.9000000000000004,3.3228029707844757,2.8746725646876374,1.6300702223358945,estimated
1,40,4.0,3.074077720463897,3.0210422631893947,1.5654127818116126,estimated
1,41,4.1000000000000005,3.1707930109402396,3.0404299507962875,1.5480649314932722,estimated
1,42,4.2,3.267070417427621,3.1244927979978128,1.4174868507529728,estimated
1,43,4.3,3.2600499608018154,3.196264511445337,1.4432980702788063,estimated
1,44,4.4,3.179969174248045,3.16610651190655,1.5020984463724516,estimated
1,45,4.5,3.258521781841805,3.203693698207831,1.4911476013998584,estimated
1,46,4.6000000000000005,3.185688212222778,3.258236423176502,1.4588292706415922,estimated
1,47,4.7,3.146926998145533,3.3408425430682254,1.4708138650655014,estimated
1,48,4.800000000000001,3.1234160349937055,3.2963203607600695,1.489994985424616,estimated
1,49,4.9,3.119724767791466,3.435083674467996,1.5042088713832331,estimated
