target_id,noise_snr,movement_pattern,mean_x_error,mean_y_error,mean_z_error,std_x_error,std_y_error,std_z_error,mean_3d_error,std_3d_error,max_3d_error,p90_3d_error,p95_3d_error,num_samples,session_id
0,0,unknown,0.044243236503725726,0.041659878658047676,0.060508780483691904,0.05796935757105074,0.03561718651320471,0.03834708413891357,0.09610532579361071,0.06494318740352284,0.3392503226909549,0.15057650968625563,0.2029844878054123,51,20250719_193950
1,0,unknown,0.06384332041922869,0.09388229491393797,0.21710184541243652,0.1066709503029036,0.05193507794116063,0.0938464031422828,0.25722126873977935,0.12939619929451734,0.6224589560269621,0.3810577178322845,0.4974340572813119,51,20250719_193950
