target_id,noise_snr,movement_pattern,mean_x_error,mean_y_error,mean_z_error,std_x_error,std_y_error,std_z_error,mean_3d_error,std_3d_error,max_3d_error,p90_3d_error,p95_3d_error,num_samples,session_id
0,5,unknown,0.03980710018527497,0.035247935012688046,0.05472478763093874,0.0524919803059813,0.030488743387517503,0.07121192294157516,0.0815695981120606,0.089018731914905,0.42700928950670003,0.14476381882882275,0.3028605194397055,51,20250719_234332
1,5,unknown,0.019061824161701386,0.09563933123786449,0.24654122276738816,0.015700108099853647,0.03470243896159148,0.11870917116588395,0.2674644802885303,0.11957500203112714,0.4832075572972781,0.41936501790832825,0.44049629685496344,51,20250719_234332
