target_id,noise_snr,movement_pattern,mean_x_error,mean_y_error,mean_z_error,std_x_error,std_y_error,std_z_error,mean_3d_error,std_3d_error,max_3d_error,p90_3d_error,p95_3d_error,num_samples,session_id
0,30,unknown,0.006716926600298823,0.11577310802840943,0.08871930442821815,0.006854966620657805,0.042387845897897965,0.06574860789170105,0.15369773783090285,0.06215504401359878,0.23274774453158892,0.21413200089272894,0.22074433127389698,16,20250712_192302
