target_id,noise_snr,movement_pattern,mean_x_error,mean_y_error,mean_z_error,std_x_error,std_y_error,std_z_error,mean_3d_error,std_3d_error,max_3d_error,p90_3d_error,p95_3d_error,num_samples,session_id
0,20,unknown,0.013276969518220808,0.103475185694728,0.1356089917432677,0.019966037223740112,0.060926991033153924,0.08767550152697189,0.1768005529930668,0.0990580109021854,0.3632379780359804,0.3164150385546368,0.3297371987744169,21,20250712_191251
