target_id,noise_snr,movement_pattern,mean_x_error,mean_y_error,mean_z_error,std_x_error,std_y_error,std_z_error,mean_3d_error,std_3d_error,max_3d_error,p90_3d_error,p95_3d_error,num_samples,session_id
0,10,unknown,0.047435128589426376,0.018832462805606222,0.08310180201202966,0.05332993368774865,0.02063644960707646,0.07306422695094299,0.11828021098958093,0.06425558656638915,0.30292216640277403,0.19603346462259502,0.19892298042201828,31,20250712_193646
